,Industry,Year,Metric,Attribute,Value,Scenario
119,Agriculture,2050,6-IndirectBusinessTaxes,Total,293.908,Large Hold Zero
120,Agriculture,2050,7-TotalValueAdded,Direct,0,Large Hold Zero
121,Agriculture,2050,7-TotalValueAdded,Indirect,3408.156,Large Hold Zero
122,Agriculture,2050,7-TotalValueAdded,Induced,44821.43,Large Hold Zero
123,Agriculture,2050,7-TotalValueAdded,Total,48229.57,Large Hold Zero
124,Agriculture,2050,8-Output,Direct,0,Large Hold Zero
125,Agriculture,2050,8-Output,Indirect,6412.964,Large Hold Zero
126,Agriculture,2050,8-Output,Induced,97238.83,Large Hold Zero
127,Agriculture,2050,8-Output,Total,103651.784,Large Hold Zero
128,Agriculture,2055,1-Employment,Direct,0,Large Hold Zero
129,Agriculture,2055,1-Employment,Indirect,0.066,Large Hold Zero
130,Agriculture,2055,1-Employment,Induced,1.952,Large Hold Zero
131,Agriculture,2055,1-Employment,Total,2.022,Large Hold Zero
132,Agriculture,2055,2-EmployeeCompensation,Direct,0,Large Hold Zero
133,Agriculture,2055,2-EmployeeCompensation,Indirect,1274.798,Large Hold Zero
134,Agriculture,2055,2-EmployeeCompensation,Induced,20949.36,Large Hold Zero
135,Agriculture,2055,2-EmployeeCompensation,Total,22224.16,Large Hold Zero
136,Agriculture,2055,3-PropietorsIncome,Direct,0,Large Hold Zero
137,Agriculture,2055,3-PropietorsIncome,Indirect,1788.866,Large Hold Zero
138,Agriculture,2055,3-PropietorsIncome,Induced,8771.512,Large Hold Zero
139,Agriculture,2055,3-PropietorsIncome,Total,10560.384,Large Hold Zero
140,Agriculture,2055,4-LaborIncome,Direct,0,Large Hold Zero
141,Agriculture,2055,4-LaborIncome,Indirect,3063.668,Large Hold Zero
142,Agriculture,2055,4-LaborIncome,Induced,29720.89,Large Hold Zero
143,Agriculture,2055,4-LaborIncome,Total,32784.542,Large Hold Zero
144,Agriculture,2055,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
145,Agriculture,2055,5-OtherPropertyTypeIncome,Indirect,289.6,Large Hold Zero
146,Agriculture,2055,5-OtherPropertyTypeIncome,Induced,14563.522,Large Hold Zero
147,Agriculture,2055,5-OtherPropertyTypeIncome,Total,14853.126,Large Hold Zero
148,Agriculture,2055,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
149,Agriculture,2055,6-IndirectBusinessTaxes,Indirect,33.878,Large Hold Zero
150,Agriculture,2055,6-IndirectBusinessTaxes,Induced,258.246,Large Hold Zero
151,Agriculture,2055,6-IndirectBusinessTaxes,Total,292.108,Large Hold Zero
152,Agriculture,2055,7-TotalValueAdded,Direct,0,Large Hold Zero
153,Agriculture,2055,7-TotalValueAdded,Indirect,3387.136,Large Hold Zero
154,Agriculture,2055,7-TotalValueAdded,Induced,44542.632,Large Hold Zero
155,Agriculture,2055,7-TotalValueAdded,Total,47929.776,Large Hold Zero
156,Agriculture,2055,8-Output,Direct,0,Large Hold Zero
157,Agriculture,2055,8-Output,Indirect,6372.298,Large Hold Zero
158,Agriculture,2055,8-Output,Induced,96636.574,Large Hold Zero
159,Agriculture,2055,8-Output,Total,103008.874,Large Hold Zero
160,Agriculture,2060,1-Employment,Direct,0,Large Hold Zero
161,Agriculture,2060,1-Employment,Indirect,0.036,Large Hold Zero
162,Agriculture,2060,1-Employment,Induced,1.188,Large Hold Zero
163,Agriculture,2060,1-Employment,Total,1.228,Large Hold Zero
164,Agriculture,2060,2-EmployeeCompensation,Direct,0,Large Hold Zero
165,Agriculture,2060,2-EmployeeCompensation,Indirect,703.958,Large Hold Zero
166,Agriculture,2060,2-EmployeeCompensation,Induced,12619.644,Large Hold Zero
167,Agriculture,2060,2-EmployeeCompensation,Total,13323.59,Large Hold Zero
168,Agriculture,2060,3-PropietorsIncome,Direct,0,Large Hold Zero
169,Agriculture,2060,3-PropietorsIncome,Indirect,986.896,Large Hold Zero
170,Agriculture,2060,3-PropietorsIncome,Induced,5282.76,Large Hold Zero
171,Agriculture,2060,3-PropietorsIncome,Total,6269.636,Large Hold Zero
172,Agriculture,2060,4-LaborIncome,Direct,0,Large Hold Zero
173,Agriculture,2060,4-LaborIncome,Indirect,1690.854,Large Hold Zero
174,Agriculture,2060,4-LaborIncome,Induced,17902.39,Large Hold Zero
175,Agriculture,2060,4-LaborIncome,Total,19593.248,Large Hold Zero
176,Agriculture,2060,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
177,Agriculture,2060,5-OtherPropertyTypeIncome,Indirect,165.654,Large Hold Zero
178,Agriculture,2060,5-OtherPropertyTypeIncome,Induced,8488.296,Large Hold Zero
179,Agriculture,2060,5-OtherPropertyTypeIncome,Total,8653.956,Large Hold Zero
180,Agriculture,2060,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
181,Agriculture,2060,6-IndirectBusinessTaxes,Indirect,17.714,Large Hold Zero
182,Agriculture,2060,6-IndirectBusinessTaxes,Induced,154.696,Large Hold Zero
183,Agriculture,2060,6-IndirectBusinessTaxes,Total,172.39,Large Hold Zero
184,Agriculture,2060,7-TotalValueAdded,Direct,0,Large Hold Zero
185,Agriculture,2060,7-TotalValueAdded,Indirect,1874.23,Large Hold Zero
186,Agriculture,2060,7-TotalValueAdded,Induced,26545.374,Large Hold Zero
187,Agriculture,2060,7-TotalValueAdded,Total,28419.594,Large Hold Zero
188,Agriculture,2060,8-Output,Direct,0,Large Hold Zero
189,Agriculture,2060,8-Output,Indirect,3568.398,Large Hold Zero
190,Agriculture,2060,8-Output,Induced,57751.016,Large Hold Zero
191,Agriculture,2060,8-Output,Total,61319.388,Large Hold Zero
192,Agriculture,2065,1-Employment,Direct,0,Large Hold Zero
193,Agriculture,2065,1-Employment,Indirect,0.016,Large Hold Zero
194,Agriculture,2065,1-Employment,Induced,0.808,Large Hold Zero
195,Agriculture,2065,1-Employment,Total,0.834,Large Hold Zero
196,Agriculture,2065,2-EmployeeCompensation,Direct,0,Large Hold Zero
197,Agriculture,2065,2-EmployeeCompensation,Indirect,431.232,Large Hold Zero
198,Agriculture,2065,2-EmployeeCompensation,Induced,8504.306,Large Hold Zero
199,Agriculture,2065,2-EmployeeCompensation,Total,8935.542,Large Hold Zero
200,Agriculture,2065,3-PropietorsIncome,Direct,0,Large Hold Zero
201,Agriculture,2065,3-PropietorsIncome,Indirect,607.13,Large Hold Zero
202,Agriculture,2065,3-PropietorsIncome,Induced,3571.054,Large Hold Zero
203,Agriculture,2065,3-PropietorsIncome,Total,4178.178,Large Hold Zero
204,Agriculture,2065,4-LaborIncome,Direct,0,Large Hold Zero
205,Agriculture,2065,4-LaborIncome,Indirect,1038.374,Large Hold Zero
206,Agriculture,2065,4-LaborIncome,Induced,12075.362,Large Hold Zero
207,Agriculture,2065,4-LaborIncome,Total,13113.722,Large Hold Zero
208,Agriculture,2065,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
209,Agriculture,2065,5-OtherPropertyTypeIncome,Indirect,104.224,Large Hold Zero
210,Agriculture,2065,5-OtherPropertyTypeIncome,Induced,5396.442,Large Hold Zero
211,Agriculture,2065,5-OtherPropertyTypeIncome,Total,5500.654,Large Hold Zero
212,Agriculture,2065,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
213,Agriculture,2065,6-IndirectBusinessTaxes,Indirect,10.014,Large Hold Zero
214,Agriculture,2065,6-IndirectBusinessTaxes,Induced,103.148,Large Hold Zero
215,Agriculture,2065,6-IndirectBusinessTaxes,Total,113.17,Large Hold Zero
216,Agriculture,2065,7-TotalValueAdded,Direct,0,Large Hold Zero
217,Agriculture,2065,7-TotalValueAdded,Indirect,1152.596,Large Hold Zero
218,Agriculture,2065,7-TotalValueAdded,Induced,17574.938,Large Hold Zero
219,Agriculture,2065,7-TotalValueAdded,Total,18727.544,Large Hold Zero
220,Agriculture,2065,8-Output,Direct,0,Large Hold Zero
221,Agriculture,2065,8-Output,Indirect,2229.498,Large Hold Zero
222,Agriculture,2065,8-Output,Induced,38355.836,Large Hold Zero
223,Agriculture,2065,8-Output,Total,40585.338,Large Hold Zero
224,Agriculture,2070,1-Employment,Direct,0,Large Hold Zero
225,Agriculture,2070,1-Employment,Indirect,0.018,Large Hold Zero
226,Agriculture,2070,1-Employment,Induced,0.818,Large Hold Zero
227,Agriculture,2070,1-Employment,Total,0.838,Large Hold Zero
228,Agriculture,2070,2-EmployeeCompensation,Direct,0,Large Hold Zero
229,Agriculture,2070,2-EmployeeCompensation,Indirect,438.698,Large Hold Zero
230,Agriculture,2070,2-EmployeeCompensation,Induced,8572.578,Large Hold Zero
231,Agriculture,2070,2-EmployeeCompensation,Total,9011.272,Large Hold Zero
232,Agriculture,2070,3-PropietorsIncome,Direct,0,Large Hold Zero
233,Agriculture,2070,3-PropietorsIncome,Indirect,618.868,Large Hold Zero
234,Agriculture,2070,3-PropietorsIncome,Induced,3599.136,Large Hold Zero
235,Agriculture,2070,3-PropietorsIncome,Total,4218.006,Large Hold Zero
236,Agriculture,2070,4-LaborIncome,Direct,0,Large Hold Zero
237,Agriculture,2070,4-LaborIncome,Indirect,1057.568,Large Hold Zero
238,Agriculture,2070,4-LaborIncome,Induced,12171.712,Large Hold Zero
239,Agriculture,2070,4-LaborIncome,Total,13229.276,Large Hold Zero
240,Agriculture,2070,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
241,Agriculture,2070,5-OtherPropertyTypeIncome,Indirect,103.702,Large Hold Zero
242,Agriculture,2070,5-OtherPropertyTypeIncome,Induced,5445.246,Large Hold Zero
243,Agriculture,2070,5-OtherPropertyTypeIncome,Total,5548.948,Large Hold Zero
244,Agriculture,2070,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
245,Agriculture,2070,6-IndirectBusinessTaxes,Indirect,10.292,Large Hold Zero
246,Agriculture,2070,6-IndirectBusinessTaxes,Induced,103.998,Large Hold Zero
247,Agriculture,2070,6-IndirectBusinessTaxes,Total,114.3,Large Hold Zero
248,Agriculture,2070,7-TotalValueAdded,Direct,0,Large Hold Zero
249,Agriculture,2070,7-TotalValueAdded,Indirect,1171.56,Large Hold Zero
250,Agriculture,2070,7-TotalValueAdded,Induced,17720.952,Large Hold Zero
251,Agriculture,2070,7-TotalValueAdded,Total,18892.512,Large Hold Zero
252,Agriculture,2070,8-Output,Direct,0,Large Hold Zero
253,Agriculture,2070,8-Output,Indirect,2260.158,Large Hold Zero
254,Agriculture,2070,8-Output,Induced,38671.168,Large Hold Zero
255,Agriculture,2070,8-Output,Total,40931.332,Large Hold Zero
256,Agriculture,2075,1-Employment,Direct,0,Large Hold Zero
257,Agriculture,2075,1-Employment,Indirect,0.018,Large Hold Zero
258,Agriculture,2075,1-Employment,Induced,0.808,Large Hold Zero
259,Agriculture,2075,1-Employment,Total,0.832,Large Hold Zero
260,Agriculture,2075,2-EmployeeCompensation,Direct,0,Large Hold Zero
261,Agriculture,2075,2-EmployeeCompensation,Indirect,432.526,Large Hold Zero
262,Agriculture,2075,2-EmployeeCompensation,Induced,8482.366,Large Hold Zero
263,Agriculture,2075,2-EmployeeCompensation,Total,8914.892,Large Hold Zero
264,Agriculture,2075,3-PropietorsIncome,Direct,0,Large Hold Zero
265,Agriculture,2075,3-PropietorsIncome,Indirect,610.21,Large Hold Zero
266,Agriculture,2075,3-PropietorsIncome,Induced,3561.312,Large Hold Zero
267,Agriculture,2075,3-PropietorsIncome,Total,4171.518,Large Hold Zero
268,Agriculture,2075,4-LaborIncome,Direct,0,Large Hold Zero
269,Agriculture,2075,4-LaborIncome,Indirect,1042.738,Large Hold Zero
270,Agriculture,2075,4-LaborIncome,Induced,12043.678,Large Hold Zero
271,Agriculture,2075,4-LaborIncome,Total,13086.416,Large Hold Zero
272,Agriculture,2075,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
273,Agriculture,2075,5-OtherPropertyTypeIncome,Indirect,102.332,Large Hold Zero
274,Agriculture,2075,5-OtherPropertyTypeIncome,Induced,5379.724,Large Hold Zero
275,Agriculture,2075,5-OtherPropertyTypeIncome,Total,5482.052,Large Hold Zero
276,Agriculture,2075,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
277,Agriculture,2075,6-IndirectBusinessTaxes,Indirect,10.118,Large Hold Zero
278,Agriculture,2075,6-IndirectBusinessTaxes,Induced,102.874,Large Hold Zero
279,Agriculture,2075,6-IndirectBusinessTaxes,Total,113.002,Large Hold Zero
280,Agriculture,2075,7-TotalValueAdded,Direct,0,Large Hold Zero
281,Agriculture,2075,7-TotalValueAdded,Indirect,1155.184,Large Hold Zero
282,Agriculture,2075,7-TotalValueAdded,Induced,17526.282,Large Hold Zero
283,Agriculture,2075,7-TotalValueAdded,Total,18681.476,Large Hold Zero
284,Agriculture,2075,8-Output,Direct,0,Large Hold Zero
285,Agriculture,2075,8-Output,Indirect,2229.752,Large Hold Zero
286,Agriculture,2075,8-Output,Induced,38250.598,Large Hold Zero
287,Agriculture,2075,8-Output,Total,40480.344,Large Hold Zero
288,Agriculture,2080,1-Employment,Direct,0,Large Hold Zero
289,Agriculture,2080,1-Employment,Indirect,0.016,Large Hold Zero
290,Agriculture,2080,1-Employment,Induced,0.796,Large Hold Zero
291,Agriculture,2080,1-Employment,Total,0.82,Large Hold Zero
292,Agriculture,2080,2-EmployeeCompensation,Direct,0,Large Hold Zero
293,Agriculture,2080,2-EmployeeCompensation,Indirect,421.672,Large Hold Zero
294,Agriculture,2080,2-EmployeeCompensation,Induced,8329.558,Large Hold Zero
295,Agriculture,2080,2-EmployeeCompensation,Total,8751.226,Large Hold Zero
296,Agriculture,2080,3-PropietorsIncome,Direct,0,Large Hold Zero
297,Agriculture,2080,3-PropietorsIncome,Indirect,594.77,Large Hold Zero
298,Agriculture,2080,3-PropietorsIncome,Induced,3497.312,Large Hold Zero
299,Agriculture,2080,3-PropietorsIncome,Total,4092.082,Large Hold Zero
300,Agriculture,2080,4-LaborIncome,Direct,0,Large Hold Zero
301,Agriculture,2080,4-LaborIncome,Indirect,1016.45,Large Hold Zero
302,Agriculture,2080,4-LaborIncome,Induced,11826.866,Large Hold Zero
303,Agriculture,2080,4-LaborIncome,Total,12843.306,Large Hold Zero
304,Agriculture,2080,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
305,Agriculture,2080,5-OtherPropertyTypeIncome,Indirect,100.262,Large Hold Zero
306,Agriculture,2080,5-OtherPropertyTypeIncome,Induced,5268.83,Large Hold Zero
307,Agriculture,2080,5-OtherPropertyTypeIncome,Total,5369.096,Large Hold Zero
308,Agriculture,2080,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
309,Agriculture,2080,6-IndirectBusinessTaxes,Indirect,9.806,Large Hold Zero
310,Agriculture,2080,6-IndirectBusinessTaxes,Induced,100.982,Large Hold Zero
311,Agriculture,2080,6-IndirectBusinessTaxes,Total,110.798,Large Hold Zero
312,Agriculture,2080,7-TotalValueAdded,Direct,0,Large Hold Zero
313,Agriculture,2080,7-TotalValueAdded,Indirect,1126.498,Large Hold Zero
314,Agriculture,2080,7-TotalValueAdded,Induced,17196.684,Large Hold Zero
315,Agriculture,2080,7-TotalValueAdded,Total,18323.188,Large Hold Zero
316,Agriculture,2080,8-Output,Direct,0,Large Hold Zero
317,Agriculture,2080,8-Output,Indirect,2177.148,Large Hold Zero
318,Agriculture,2080,8-Output,Induced,37538.556,Large Hold Zero
319,Agriculture,2080,8-Output,Total,39715.71,Large Hold Zero
320,Agriculture,2085,1-Employment,Direct,0,Large Hold Zero
321,Agriculture,2085,1-Employment,Indirect,0.054,Large Hold Zero
322,Agriculture,2085,1-Employment,Induced,0.748,Large Hold Zero
323,Agriculture,2085,1-Employment,Total,0.81,Large Hold Zero
324,Agriculture,2085,2-EmployeeCompensation,Direct,0,Large Hold Zero
325,Agriculture,2085,2-EmployeeCompensation,Indirect,647.506,Large Hold Zero
326,Agriculture,2085,2-EmployeeCompensation,Induced,7826.15,Large Hold Zero
327,Agriculture,2085,2-EmployeeCompensation,Total,8473.658,Large Hold Zero
328,Agriculture,2085,3-PropietorsIncome,Direct,0,Large Hold Zero
329,Agriculture,2085,3-PropietorsIncome,Indirect,722.894,Large Hold Zero
330,Agriculture,2085,3-PropietorsIncome,Induced,3346.07,Large Hold Zero
331,Agriculture,2085,3-PropietorsIncome,Total,4068.972,Large Hold Zero
332,Agriculture,2085,4-LaborIncome,Direct,0,Large Hold Zero
333,Agriculture,2085,4-LaborIncome,Indirect,1370.4,Large Hold Zero
334,Agriculture,2085,4-LaborIncome,Induced,11172.208,Large Hold Zero
335,Agriculture,2085,4-LaborIncome,Total,12542.622,Large Hold Zero
336,Agriculture,2085,5-OtherPropertyTypeIncome,Direct,0,Large Hold Zero
337,Agriculture,2085,5-OtherPropertyTypeIncome,Indirect,97.648,Large Hold Zero
338,Agriculture,2085,5-OtherPropertyTypeIncome,Induced,5093.194,Large Hold Zero
339,Agriculture,2085,5-OtherPropertyTypeIncome,Total,5190.822,Large Hold Zero
340,Agriculture,2085,6-IndirectBusinessTaxes,Direct,0,Large Hold Zero
341,Agriculture,2085,6-IndirectBusinessTaxes,Indirect,4.968,Large Hold Zero
342,Agriculture,2085,6-IndirectBusinessTaxes,Induced,96.32,Large Hold Zero
343,Agriculture,2085,6-IndirectBusinessTaxes,Total,101.274,Large Hold Zero
344,Agriculture,2085,7-TotalValueAdded,Direct,0,Large Hold Zero
345,Agriculture,2085,7-TotalValueAdded,Indirect,1473.014,Large Hold Zero
346,Agriculture,2085,7-TotalValueAdded,Induced,16361.718,Large Hold Zero
347,Agriculture,2085,7-TotalValueAdded,Total,17834.736,Large Hold Zero
348,Agriculture,2085,8-Output,Direct,0,Large Hold Zero
349,Agriculture,2085,8-Output,Indirect,2759.008,Large Hold Zero
350,Agriculture,2085,8-Output,Induced,35565.594,Large Hold Zero
351,Agriculture,2085,8-Output,Total,38324.602,Large Hold Zero
352,Construction,2035,1-Employment,Direct,628.6,Large Hold Zero
353,Construction,2035,1-Employment,Indirect,4.344,Large Hold Zero
354,Construction,2035,1-Employment,Induced,45.918,Large Hold Zero
355,Construction,2035,1-Employment,Total,678.866,Large Hold Zero
356,Construction,2035,2-EmployeeCompensation,Direct,24470951.69,Large Hold Zero
357,Construction,2035,2-EmployeeCompensation,Indirect,151599.218,Large Hold Zero
358,Construction,2035,2-EmployeeCompensation,Induced,1917065.432,Large Hold Zero
359,Construction,2035,2-EmployeeCompensation,Total,26539616.34,Large Hold Zero
360,Construction,2035,3-PropietorsIncome,Direct,10881649.61,Large Hold Zero
