,Industry,Year,Metric,Attribute,Value,Scenario
217,Agriculture,2065,7-TotalValueAdded,Indirect,653.702,Small Hold Zero
218,Agriculture,2065,7-TotalValueAdded,Induced,10212.838,Small Hold Zero
219,Agriculture,2065,7-TotalValueAdded,Total,10866.546,Small Hold Zero
220,Agriculture,2065,8-Output,Direct,0,Small Hold Zero
221,Agriculture,2065,8-Output,Indirect,1284.836,Small Hold Zero
222,Agriculture,2065,8-Output,Induced,22250.006,Small Hold Zero
223,Agriculture,2065,8-Output,Total,23534.838,Small Hold Zero
224,Agriculture,2070,1-Employment,Direct,0,Small Hold Zero
225,Agriculture,2070,1-Employment,Indirect,0.012,Small Hold Zero
226,Agriculture,2070,1-Employment,Induced,0.482,Small Hold Zero
227,Agriculture,2070,1-Employment,Total,0.492,Small Hold Zero
228,Agriculture,2070,2-EmployeeCompensation,Direct,0,Small Hold Zero
229,Agriculture,2070,2-EmployeeCompensation,Indirect,251.694,Small Hold Zero
230,Agriculture,2070,2-EmployeeCompensation,Induced,5023.946,Small Hold Zero
231,Agriculture,2070,2-EmployeeCompensation,Total,5275.648,Small Hold Zero
232,Agriculture,2070,3-PropietorsIncome,Direct,0,Small Hold Zero
233,Agriculture,2070,3-PropietorsIncome,Indirect,349.388,Small Hold Zero
234,Agriculture,2070,3-PropietorsIncome,Induced,2112.218,Small Hold Zero
235,Agriculture,2070,3-PropietorsIncome,Total,2461.612,Small Hold Zero
236,Agriculture,2070,4-LaborIncome,Direct,0,Small Hold Zero
237,Agriculture,2070,4-LaborIncome,Indirect,601.076,Small Hold Zero
238,Agriculture,2070,4-LaborIncome,Induced,7136.174,Small Hold Zero
239,Agriculture,2070,4-LaborIncome,Total,7737.248,Small Hold Zero
240,Agriculture,2070,5-OtherPropertyTypeIncome,Direct,0,Small Hold Zero
241,Agriculture,2070,5-OtherPropertyTypeIncome,Indirect,70.23,Small Hold Zero
242,Agriculture,2070,5-OtherPropertyTypeIncome,Induced,3280.184,Small Hold Zero
243,Agriculture,2070,5-OtherPropertyTypeIncome,Total,3350.428,Small Hold Zero
244,Agriculture,2070,6-IndirectBusinessTaxes,Direct,0,Small Hold Zero
245,Agriculture,2070,6-IndirectBusinessTaxes,Indirect,5.606,Small Hold Zero
246,Agriculture,2070,6-IndirectBusinessTaxes,Induced,62.564,Small Hold Zero
247,Agriculture,2070,6-IndirectBusinessTaxes,Total,68.176,Small Hold Zero
248,Agriculture,2070,7-TotalValueAdded,Direct,0,Small Hold Zero
249,Agriculture,2070,7-TotalValueAdded,Indirect,676.918,Small Hold Zero
250,Agriculture,2070,7-TotalValueAdded,Induced,10478.922,Small Hold Zero
251,Agriculture,2070,7-TotalValueAdded,Total,11155.848,Small Hold Zero
252,Agriculture,2070,8-Output,Direct,0,Small Hold Zero
253,Agriculture,2070,8-Output,Indirect,1327.362,Small Hold Zero
254,Agriculture,2070,8-Output,Induced,22824.8,Small Hold Zero
255,Agriculture,2070,8-Output,Total,24152.146,Small Hold Zero
256,Agriculture,2075,1-Employment,Direct,0,Small Hold Zero
257,Agriculture,2075,1-Employment,Indirect,0.012,Small Hold Zero
258,Agriculture,2075,1-Employment,Induced,0.474,Small Hold Zero
259,Agriculture,2075,1-Employment,Total,0.488,Small Hold Zero
260,Agriculture,2075,2-EmployeeCompensation,Direct,0,Small Hold Zero
261,Agriculture,2075,2-EmployeeCompensation,Indirect,248.818,Small Hold Zero
262,Agriculture,2075,2-EmployeeCompensation,Induced,4983.654,Small Hold Zero
263,Agriculture,2075,2-EmployeeCompensation,Total,5232.484,Small Hold Zero
264,Agriculture,2075,3-PropietorsIncome,Direct,0,Small Hold Zero
265,Agriculture,2075,3-PropietorsIncome,Indirect,345.3,Small Hold Zero
266,Agriculture,2075,3-PropietorsIncome,Induced,2095.39,Small Hold Zero
267,Agriculture,2075,3-PropietorsIncome,Total,2440.692,Small Hold Zero
268,Agriculture,2075,4-LaborIncome,Direct,0,Small Hold Zero
269,Agriculture,2075,4-LaborIncome,Indirect,594.12,Small Hold Zero
270,Agriculture,2075,4-LaborIncome,Induced,7079.056,Small Hold Zero
271,Agriculture,2075,4-LaborIncome,Total,7673.178,Small Hold Zero
272,Agriculture,2075,5-OtherPropertyTypeIncome,Direct,0,Small Hold Zero
273,Agriculture,2075,5-OtherPropertyTypeIncome,Indirect,69.696,Small Hold Zero
274,Agriculture,2075,5-OtherPropertyTypeIncome,Induced,3250.948,Small Hold Zero
275,Agriculture,2075,5-OtherPropertyTypeIncome,Total,3320.644,Small Hold Zero
276,Agriculture,2075,6-IndirectBusinessTaxes,Direct,0,Small Hold Zero
277,Agriculture,2075,6-IndirectBusinessTaxes,Indirect,5.52,Small Hold Zero
278,Agriculture,2075,6-IndirectBusinessTaxes,Induced,62.064,Small Hold Zero
279,Agriculture,2075,6-IndirectBusinessTaxes,Total,67.59,Small Hold Zero
280,Agriculture,2075,7-TotalValueAdded,Direct,0,Small Hold Zero
281,Agriculture,2075,7-TotalValueAdded,Indirect,669.342,Small Hold Zero
282,Agriculture,2075,7-TotalValueAdded,Induced,10392.054,Small Hold Zero
283,Agriculture,2075,7-TotalValueAdded,Total,11061.404,Small Hold Zero
284,Agriculture,2075,8-Output,Direct,0,Small Hold Zero
285,Agriculture,2075,8-Output,Indirect,1313.494,Small Hold Zero
286,Agriculture,2075,8-Output,Induced,22637.224,Small Hold Zero
287,Agriculture,2075,8-Output,Total,23950.72,Small Hold Zero
288,Agriculture,2080,1-Employment,Direct,0,Small Hold Zero
289,Agriculture,2080,1-Employment,Indirect,0.03,Small Hold Zero
290,Agriculture,2080,1-Employment,Induced,0.45,Small Hold Zero
291,Agriculture,2080,1-Employment,Total,0.492,Small Hold Zero
292,Agriculture,2080,2-EmployeeCompensation,Direct,0,Small Hold Zero
293,Agriculture,2080,2-EmployeeCompensation,Indirect,346.428,Small Hold Zero
294,Agriculture,2080,2-EmployeeCompensation,Induced,4827.678,Small Hold Zero
295,Agriculture,2080,2-EmployeeCompensation,Total,5174.096,Small Hold Zero
296,Agriculture,2080,3-PropietorsIncome,Direct,0,Small Hold Zero
297,Agriculture,2080,3-PropietorsIncome,Indirect,370.712,Small Hold Zero
298,Agriculture,2080,3-PropietorsIncome,Induced,2070.088,Small Hold Zero
299,Agriculture,2080,3-PropietorsIncome,Total,2440.8,Small Hold Zero
300,Agriculture,2080,4-LaborIncome,Direct,0,Small Hold Zero
301,Agriculture,2080,4-LaborIncome,Indirect,717.126,Small Hold Zero
302,Agriculture,2080,4-LaborIncome,Induced,6897.772,Small Hold Zero
303,Agriculture,2080,4-LaborIncome,Total,7614.908,Small Hold Zero
304,Agriculture,2080,5-OtherPropertyTypeIncome,Direct,0,Small Hold Zero
305,Agriculture,2080,5-OtherPropertyTypeIncome,Indirect,70.596,Small Hold Zero
306,Agriculture,2080,5-OtherPropertyTypeIncome,Induced,3177.442,Small Hold Zero
307,Agriculture,2080,5-OtherPropertyTypeIncome,Total,3248.05,Small Hold Zero
308,Agriculture,2080,6-IndirectBusinessTaxes,Direct,0,Small Hold Zero
309,Agriculture,2080,6-IndirectBusinessTaxes,Indirect,0.734,Small Hold Zero
310,Agriculture,2080,6-IndirectBusinessTaxes,Induced,59.756,Small Hold Zero
311,Agriculture,2080,6-IndirectBusinessTaxes,Total,60.492,Small Hold Zero
312,Agriculture,2080,7-TotalValueAdded,Direct,0,Small Hold Zero
313,Agriculture,2080,7-TotalValueAdded,Indirect,788.468,Small Hold Zero
314,Agriculture,2080,7-TotalValueAdded,Induced,10134.964,Small Hold Zero
315,Agriculture,2080,7-TotalValueAdded,Total,10923.434,Small Hold Zero
316,Agriculture,2080,8-Output,Direct,0,Small Hold Zero
317,Agriculture,2080,8-Output,Indirect,1556.716,Small Hold Zero
318,Agriculture,2080,8-Output,Induced,22077.832,Small Hold Zero
319,Agriculture,2080,8-Output,Total,23634.54,Small Hold Zero
320,Agriculture,2085,1-Employment,Direct,0,Small Hold Zero
321,Agriculture,2085,1-Employment,Indirect,0.044,Small Hold Zero
322,Agriculture,2085,1-Employment,Induced,0.456,Small Hold Zero
323,Agriculture,2085,1-Employment,Total,0.51,Small Hold Zero
324,Agriculture,2085,2-EmployeeCompensation,Direct,0,Small Hold Zero
325,Agriculture,2085,2-EmployeeCompensation,Indirect,460.624,Small Hold Zero
326,Agriculture,2085,2-EmployeeCompensation,Induced,4897.152,Small Hold Zero
327,Agriculture,2085,2-EmployeeCompensation,Total,5357.778,Small Hold Zero
328,Agriculture,2085,3-PropietorsIncome,Direct,0,Small Hold Zero
329,Agriculture,2085,3-PropietorsIncome,Indirect,440.862,Small Hold Zero
330,Agriculture,2085,3-PropietorsIncome,Induced,2123.344,Small Hold Zero
331,Agriculture,2085,3-PropietorsIncome,Total,2564.204,Small Hold Zero
332,Agriculture,2085,4-LaborIncome,Direct,0,Small Hold Zero
333,Agriculture,2085,4-LaborIncome,Indirect,901.486,Small Hold Zero
334,Agriculture,2085,4-LaborIncome,Induced,7020.488,Small Hold Zero
335,Agriculture,2085,4-LaborIncome,Total,7921.988,Small Hold Zero
336,Agriculture,2085,5-OtherPropertyTypeIncome,Direct,0,Small Hold Zero
337,Agriculture,2085,5-OtherPropertyTypeIncome,Indirect,86.718,Small Hold Zero
338,Agriculture,2085,5-OtherPropertyTypeIncome,Induced,3304.814,Small Hold Zero
339,Agriculture,2085,5-OtherPropertyTypeIncome,Total,3391.542,Small Hold Zero
340,Agriculture,2085,6-IndirectBusinessTaxes,Direct,0,Small Hold Zero
341,Agriculture,2085,6-IndirectBusinessTaxes,Indirect,-0.604,Small Hold Zero
342,Agriculture,2085,6-IndirectBusinessTaxes,Induced,62.18,Small Hold Zero
343,Agriculture,2085,6-IndirectBusinessTaxes,Total,61.576,Small Hold Zero
344,Agriculture,2085,7-TotalValueAdded,Direct,0,Small Hold Zero
345,Agriculture,2085,7-TotalValueAdded,Indirect,987.616,Small Hold Zero
346,Agriculture,2085,7-TotalValueAdded,Induced,10387.478,Small Hold Zero
347,Agriculture,2085,7-TotalValueAdded,Total,11375.094,Small Hold Zero
348,Agriculture,2085,8-Output,Direct,0,Small Hold Zero
349,Agriculture,2085,8-Output,Indirect,1896.804,Small Hold Zero
350,Agriculture,2085,8-Output,Induced,22496.666,Small Hold Zero
351,Agriculture,2085,8-Output,Total,24393.458,Small Hold Zero
352,Construction,2035,1-Employment,Direct,628.6,Small Hold Zero
353,Construction,2035,1-Employment,Indirect,2.926,Small Hold Zero
354,Construction,2035,1-Employment,Induced,34.864,Small Hold Zero
355,Construction,2035,1-Employment,Total,666.394,Small Hold Zero
356,Construction,2035,2-EmployeeCompensation,Direct,24470950.51,Small Hold Zero
357,Construction,2035,2-EmployeeCompensation,Indirect,101759.644,Small Hold Zero
358,Construction,2035,2-EmployeeCompensation,Induced,1453816.924,Small Hold Zero
359,Construction,2035,2-EmployeeCompensation,Total,26026527.08,Small Hold Zero
360,Construction,2035,3-PropietorsIncome,Direct,10881649.09,Small Hold Zero
361,Construction,2035,3-PropietorsIncome,Indirect,57572.916,Small Hold Zero
